fecha,linea,cantidad
2 July 2017,PRODUCTO A,21.00
3 July 2017,PRODUCTO A,275.00
4 July 2017,PRODUCTO A,149.00
5 July 2017,PRODUCTO A,134.00
6 July 2017,PRODUCTO A,139.00
7 July 2017,PRODUCTO A,110.00
8 July 2017,PRODUCTO A,51.00
9 July 2017,PRODUCTO A,15.00
10 July 2017,PRODUCTO A,123.00
11 July 2017,PRODUCTO A,76.00
12 July 2017,PRODUCTO A,121.00
13 July 2017,PRODUCTO A,116.00
14 July 2017,PRODUCTO A,89.00
15 July 2017,PRODUCTO A,32.00
16 July 2017,PRODUCTO A,33.00
17 July 2017,PRODUCTO A,124.00
18 July 2017,PRODUCTO A,208.00
19 July 2017,PRODUCTO A,132.00
20 July 2017,PRODUCTO A,165.00
21 July 2017,PRODUCTO A,103.00
22 July 2017,PRODUCTO A,63.00
23 July 2017,PRODUCTO A,40.00
24 July 2017,PRODUCTO A,158.00
25 July 2017,PRODUCTO A,96.00
26 July 2017,PRODUCTO A,118.00
27 July 2017,PRODUCTO A,184.00
28 July 2017,PRODUCTO A,163.00
29 July 2017,PRODUCTO A,60.00
30 July 2017,PRODUCTO A,25.00
31 July 2017,PRODUCTO A,149.00
1 August 2017,PRODUCTO A,159.00
2 August 2017,PRODUCTO A,104.00
3 August 2017,PRODUCTO A,149.00
4 August 2017,PRODUCTO A,214.00
5 August 2017,PRODUCTO A,64.00
6 August 2017,PRODUCTO A,77.00
7 August 2017,PRODUCTO A,131.00
8 August 2017,PRODUCTO A,107.00
9 August 2017,PRODUCTO A,74.00
10 August 2017,PRODUCTO A,100.00
11 August 2017,PRODUCTO A,69.00
12 August 2017,PRODUCTO A,40.00
13 August 2017,PRODUCTO A,32.00
14 August 2017,PRODUCTO A,120.00
15 August 2017,PRODUCTO A,38.00
16 August 2017,PRODUCTO A,103.00
17 August 2017,PRODUCTO A,86.00
18 August 2017,PRODUCTO A,88.00
19 August 2017,PRODUCTO A,14.00
20 August 2017,PRODUCTO A,21.00
21 August 2017,PRODUCTO A,115.00
22 August 2017,PRODUCTO A,113.00
23 August 2017,PRODUCTO A,83.00
24 August 2017,PRODUCTO A,101.00
25 August 2017,PRODUCTO A,86.00
26 August 2017,PRODUCTO A,44.00
27 August 2017,PRODUCTO A,15.00
28 August 2017,PRODUCTO A,71.00
29 August 2017,PRODUCTO A,81.00
30 August 2017,PRODUCTO A,113.00
31 August 2017,PRODUCTO A,320.00
1 September 2017,PRODUCTO A,102.00
2 September 2017,PRODUCTO A,52.00
3 September 2017,PRODUCTO A,11.00
4 September 2017,PRODUCTO A,82.00
5 September 2017,PRODUCTO A,110.00
6 September 2017,PRODUCTO A,66.00
7 September 2017,PRODUCTO A,83.00
8 September 2017,PRODUCTO A,77.00
9 September 2017,PRODUCTO A,30.00
10 September 2017,PRODUCTO A,20.00
11 September 2017,PRODUCTO A,131.00
12 September 2017,PRODUCTO A,83.00
13 September 2017,PRODUCTO A,81.00
14 September 2017,PRODUCTO A,55.00
15 September 2017,PRODUCTO A,61.00
16 September 2017,PRODUCTO A,23.00
17 September 2017,PRODUCTO A,16.00
18 September 2017,PRODUCTO A,66.00
19 September 2017,PRODUCTO A,89.00
20 September 2017,PRODUCTO A,106.00
21 September 2017,PRODUCTO A,44.00
22 September 2017,PRODUCTO A,48.00
23 September 2017,PRODUCTO A,28.00
24 September 2017,PRODUCTO A,10.00
25 September 2017,PRODUCTO A,50.00
26 September 2017,PRODUCTO A,75.00
27 September 2017,PRODUCTO A,75.00
28 September 2017,PRODUCTO A,146.00
29 September 2017,PRODUCTO A,122.00
30 September 2017,PRODUCTO A,22.00
1 October 2017,PRODUCTO A,19.00
2 October 2017,PRODUCTO A,33.00
3 October 2017,PRODUCTO A,130.00
4 October 2017,PRODUCTO A,141.00
5 October 2017,PRODUCTO A,70.00
6 October 2017,PRODUCTO A,44.00
7 October 2017,PRODUCTO A,25.00
8 October 2017,PRODUCTO A,9.00
9 October 2017,PRODUCTO A,62.00
10 October 2017,PRODUCTO A,65.00
11 October 2017,PRODUCTO A,24.00
12 October 2017,PRODUCTO A,39.00
13 October 2017,PRODUCTO A,36.00
14 October 2017,PRODUCTO A,29.00
15 October 2017,PRODUCTO A,15.00
16 October 2017,PRODUCTO A,92.00
17 October 2017,PRODUCTO A,65.00
18 October 2017,PRODUCTO A,43.00
19 October 2017,PRODUCTO A,38.00
20 October 2017,PRODUCTO A,54.00
21 October 2017,PRODUCTO A,11.00
22 October 2017,PRODUCTO A,12.00
23 October 2017,PRODUCTO A,49.00
24 October 2017,PRODUCTO A,72.00
25 October 2017,PRODUCTO A,64.00
26 October 2017,PRODUCTO A,47.00
27 October 2017,PRODUCTO A,53.00
28 October 2017,PRODUCTO A,35.00
29 October 2017,PRODUCTO A,16.00
30 October 2017,PRODUCTO A,141.00
31 October 2017,PRODUCTO A,127.00
1 November 2017,PRODUCTO A,67.00
2 November 2017,PRODUCTO A,57.00
3 November 2017,PRODUCTO A,54.00
4 November 2017,PRODUCTO A,17.00
5 November 2017,PRODUCTO A,9.00
6 November 2017,PRODUCTO A,54.00
7 November 2017,PRODUCTO A,73.00
8 November 2017,PRODUCTO A,30.00
9 November 2017,PRODUCTO A,41.00
10 November 2017,PRODUCTO A,48.00
11 November 2017,PRODUCTO A,21.00
12 November 2017,PRODUCTO A,9.00
13 November 2017,PRODUCTO A,61.00
14 November 2017,PRODUCTO A,61.00
15 November 2017,PRODUCTO A,80.00
16 November 2017,PRODUCTO A,70.00
17 November 2017,PRODUCTO A,80.00
18 November 2017,PRODUCTO A,10.00
19 November 2017,PRODUCTO A,16.00
20 November 2017,PRODUCTO A,72.00
21 November 2017,PRODUCTO A,67.00
22 November 2017,PRODUCTO A,59.00
23 November 2017,PRODUCTO A,61.00
24 November 2017,PRODUCTO A,105.00
25 November 2017,PRODUCTO A,29.00
26 November 2017,PRODUCTO A,10.00
27 November 2017,PRODUCTO A,70.00
28 November 2017,PRODUCTO A,54.00
29 November 2017,PRODUCTO A,60.00
30 November 2017,PRODUCTO A,76.00
1 December 2017,PRODUCTO A,41.00
2 December 2017,PRODUCTO A,13.00
3 December 2017,PRODUCTO A,8.00
4 December 2017,PRODUCTO A,96.00
5 December 2017,PRODUCTO A,47.00
6 December 2017,PRODUCTO A,46.00
7 December 2017,PRODUCTO A,59.00
8 December 2017,PRODUCTO A,13.00
9 December 2017,PRODUCTO A,24.00
10 December 2017,PRODUCTO A,12.00
11 December 2017,PRODUCTO A,51.00
12 December 2017,PRODUCTO A,49.00
13 December 2017,PRODUCTO A,38.00
14 December 2017,PRODUCTO A,53.00
15 December 2017,PRODUCTO A,39.00
16 December 2017,PRODUCTO A,12.00
17 December 2017,PRODUCTO A,8.00
18 December 2017,PRODUCTO A,35.00
19 December 2017,PRODUCTO A,40.00
20 December 2017,PRODUCTO A,59.00
21 December 2017,PRODUCTO A,86.00
22 December 2017,PRODUCTO A,57.00
23 December 2017,PRODUCTO A,14.00
24 December 2017,PRODUCTO A,10.00
25 December 2017,PRODUCTO A,5.00
26 December 2017,PRODUCTO A,52.00
27 December 2017,PRODUCTO A,37.00
28 December 2017,PRODUCTO A,59.00
29 December 2017,PRODUCTO A,58.00
30 December 2017,PRODUCTO A,12.00
31 December 2017,PRODUCTO A,16.00
1 January 2018,PRODUCTO A,6.00
2 January 2018,PRODUCTO A,50.00
3 January 2018,PRODUCTO A,42.00
4 January 2018,PRODUCTO A,53.00
5 January 2018,PRODUCTO A,49.00
6 January 2018,PRODUCTO A,14.00
7 January 2018,PRODUCTO A,9.00
8 January 2018,PRODUCTO A,36.00
9 January 2018,PRODUCTO A,41.00
10 January 2018,PRODUCTO A,58.00
11 January 2018,PRODUCTO A,45.00
12 January 2018,PRODUCTO A,27.00
13 January 2018,PRODUCTO A,15.00
14 January 2018,PRODUCTO A,18.00
15 January 2018,PRODUCTO A,46.00
16 January 2018,PRODUCTO A,55.00
17 January 2018,PRODUCTO A,61.00
18 January 2018,PRODUCTO A,65.00
19 January 2018,PRODUCTO A,40.00
20 January 2018,PRODUCTO A,21.00
21 January 2018,PRODUCTO A,15.00
22 January 2018,PRODUCTO A,42.00
23 January 2018,PRODUCTO A,44.00
24 January 2018,PRODUCTO A,41.00
25 January 2018,PRODUCTO A,36.00
26 January 2018,PRODUCTO A,43.00
27 January 2018,PRODUCTO A,12.00
28 January 2018,PRODUCTO A,5.00
29 January 2018,PRODUCTO A,42.00
30 January 2018,PRODUCTO A,87.00
31 January 2018,PRODUCTO A,82.00
1 February 2018,PRODUCTO A,40.00
2 February 2018,PRODUCTO A,87.00
3 February 2018,PRODUCTO A,19.00
4 February 2018,PRODUCTO A,8.00
5 February 2018,PRODUCTO A,78.00
6 February 2018,PRODUCTO A,71.00
7 February 2018,PRODUCTO A,57.00
8 February 2018,PRODUCTO A,64.00
9 February 2018,PRODUCTO A,27.00
10 February 2018,PRODUCTO A,29.00
11 February 2018,PRODUCTO A,5.00
12 February 2018,PRODUCTO A,55.00
13 February 2018,PRODUCTO A,36.00
14 February 2018,PRODUCTO A,28.00
15 February 2018,PRODUCTO A,67.00
16 February 2018,PRODUCTO A,49.00
17 February 2018,PRODUCTO A,38.00
18 February 2018,PRODUCTO A,15.00
19 February 2018,PRODUCTO A,33.00
20 February 2018,PRODUCTO A,52.00
21 February 2018,PRODUCTO A,59.00
22 February 2018,PRODUCTO A,58.00
23 February 2018,PRODUCTO A,94.00
24 February 2018,PRODUCTO A,36.00
25 February 2018,PRODUCTO A,14.00
26 February 2018,PRODUCTO A,31.00
27 February 2018,PRODUCTO A,122.00
28 February 2018,PRODUCTO A,131.00
1 March 2018,PRODUCTO A,90.00
2 March 2018,PRODUCTO A,75.00
3 March 2018,PRODUCTO A,13.00
4 March 2018,PRODUCTO A,18.00
5 March 2018,PRODUCTO A,122.00
6 March 2018,PRODUCTO A,127.00
7 March 2018,PRODUCTO A,66.00
8 March 2018,PRODUCTO A,96.00
9 March 2018,PRODUCTO A,55.00
10 March 2018,PRODUCTO A,31.00
11 March 2018,PRODUCTO A,23.00
12 March 2018,PRODUCTO A,90.00
13 March 2018,PRODUCTO A,70.00
14 March 2018,PRODUCTO A,77.00
15 March 2018,PRODUCTO A,101.00
16 March 2018,PRODUCTO A,59.00
17 March 2018,PRODUCTO A,27.00
18 March 2018,PRODUCTO A,13.00
19 March 2018,PRODUCTO A,65.00
20 March 2018,PRODUCTO A,61.00
21 March 2018,PRODUCTO A,67.00
22 March 2018,PRODUCTO A,59.00
23 March 2018,PRODUCTO A,72.00
24 March 2018,PRODUCTO A,31.00
25 March 2018,PRODUCTO A,19.00
26 March 2018,PRODUCTO A,91.00
27 March 2018,PRODUCTO A,274.00
28 March 2018,PRODUCTO A,84.00
29 March 2018,PRODUCTO A,19.00
30 March 2018,PRODUCTO A,12.00
31 March 2018,PRODUCTO A,12.00
1 April 2018,PRODUCTO A,26.00
2 April 2018,PRODUCTO A,79.00
3 April 2018,PRODUCTO A,54.00
4 April 2018,PRODUCTO A,65.00
5 April 2018,PRODUCTO A,50.00
6 April 2018,PRODUCTO A,76.00
7 April 2018,PRODUCTO A,12.00
8 April 2018,PRODUCTO A,19.00
9 April 2018,PRODUCTO A,83.00
10 April 2018,PRODUCTO A,32.00
11 April 2018,PRODUCTO A,56.00
12 April 2018,PRODUCTO A,60.00
13 April 2018,PRODUCTO A,62.00
14 April 2018,PRODUCTO A,21.00
15 April 2018,PRODUCTO A,17.00
16 April 2018,PRODUCTO A,27.00
17 April 2018,PRODUCTO A,47.00
18 April 2018,PRODUCTO A,56.00
19 April 2018,PRODUCTO A,73.00
20 April 2018,PRODUCTO A,57.00
21 April 2018,PRODUCTO A,26.00
22 April 2018,PRODUCTO A,6.00
23 April 2018,PRODUCTO A,35.00
24 April 2018,PRODUCTO A,39.00
25 April 2018,PRODUCTO A,31.00
26 April 2018,PRODUCTO A,124.00
27 April 2018,PRODUCTO A,50.00
28 April 2018,PRODUCTO A,24.00
29 April 2018,PRODUCTO A,14.00
30 April 2018,PRODUCTO A,50.00
1 May 2018,PRODUCTO A,10.00
2 May 2018,PRODUCTO A,53.00
3 May 2018,PRODUCTO A,47.00
4 May 2018,PRODUCTO A,50.00
5 May 2018,PRODUCTO A,26.00
6 May 2018,PRODUCTO A,10.00
7 May 2018,PRODUCTO A,93.00
8 May 2018,PRODUCTO A,75.00
9 May 2018,PRODUCTO A,37.00
10 May 2018,PRODUCTO A,96.00
11 May 2018,PRODUCTO A,103.00
12 May 2018,PRODUCTO A,21.00
13 May 2018,PRODUCTO A,22.00
14 May 2018,PRODUCTO A,19.00
15 May 2018,PRODUCTO A,17.00
16 May 2018,PRODUCTO A,92.00
17 May 2018,PRODUCTO A,119.00
18 May 2018,PRODUCTO A,56.00
19 May 2018,PRODUCTO A,53.00
20 May 2018,PRODUCTO A,19.00
21 May 2018,PRODUCTO A,110.00
22 May 2018,PRODUCTO A,120.00
23 May 2018,PRODUCTO A,135.00
24 May 2018,PRODUCTO A,134.00
25 May 2018,PRODUCTO A,127.00
26 May 2018,PRODUCTO A,48.00
27 May 2018,PRODUCTO A,28.00
28 May 2018,PRODUCTO A,115.00
29 May 2018,PRODUCTO A,149.00
30 May 2018,PRODUCTO A,122.00
31 May 2018,PRODUCTO A,269.00
1 June 2018,PRODUCTO A,128.00
2 June 2018,PRODUCTO A,65.00
3 June 2018,PRODUCTO A,29.00
4 June 2018,PRODUCTO A,155.00
5 June 2018,PRODUCTO A,201.00
6 June 2018,PRODUCTO A,168.00
7 June 2018,PRODUCTO A,168.00
8 June 2018,PRODUCTO A,115.00
9 June 2018,PRODUCTO A,83.00
10 June 2018,PRODUCTO A,38.00
11 June 2018,PRODUCTO A,24.00
12 June 2018,PRODUCTO A,87.00
13 June 2018,PRODUCTO A,164.00
14 June 2018,PRODUCTO A,135.00
15 June 2018,PRODUCTO A,216.00
16 June 2018,PRODUCTO A,63.00
17 June 2018,PRODUCTO A,21.00
18 June 2018,PRODUCTO A,215.00
19 June 2018,PRODUCTO A,130.00
20 June 2018,PRODUCTO A,148.00
21 June 2018,PRODUCTO A,115.00
22 June 2018,PRODUCTO A,77.00
23 June 2018,PRODUCTO A,63.00
24 June 2018,PRODUCTO A,24.00
25 June 2018,PRODUCTO A,119.00
26 June 2018,PRODUCTO A,158.00
27 June 2018,PRODUCTO A,144.00
28 June 2018,PRODUCTO A,134.00
29 June 2018,PRODUCTO A,257.00
30 June 2018,PRODUCTO A,48.00
1 July 2018,PRODUCTO A,15.00
2 July 2018,PRODUCTO A,120.00
3 July 2018,PRODUCTO A,85.00
4 July 2018,PRODUCTO A,98.00
5 July 2018,PRODUCTO A,134.00
6 July 2018,PRODUCTO A,92.00
7 July 2018,PRODUCTO A,49.00
8 July 2018,PRODUCTO A,16.00
9 July 2018,PRODUCTO A,162.00
10 July 2018,PRODUCTO A,89.00
11 July 2018,PRODUCTO A,95.00
12 July 2018,PRODUCTO A,126.00
13 July 2018,PRODUCTO A,100.00
14 July 2018,PRODUCTO A,34.00
15 July 2018,PRODUCTO A,9.00
16 July 2018,PRODUCTO A,103.00
17 July 2018,PRODUCTO A,100.00
18 July 2018,PRODUCTO A,73.00
19 July 2018,PRODUCTO A,53.00
20 July 2018,PRODUCTO A,67.00
21 July 2018,PRODUCTO A,25.00
22 July 2018,PRODUCTO A,24.00
23 July 2018,PRODUCTO A,117.00
24 July 2018,PRODUCTO A,112.00
25 July 2018,PRODUCTO A,146.00
26 July 2018,PRODUCTO A,130.00
27 July 2018,PRODUCTO A,125.00
28 July 2018,PRODUCTO A,50.00
29 July 2018,PRODUCTO A,8.00
30 July 2018,PRODUCTO A,97.00
31 July 2018,PRODUCTO A,243.00
1 August 2018,PRODUCTO A,122.00
2 August 2018,PRODUCTO A,116.00
3 August 2018,PRODUCTO A,139.00
4 August 2018,PRODUCTO A,50.00
5 August 2018,PRODUCTO A,23.00
6 August 2018,PRODUCTO A,184.00
7 August 2018,PRODUCTO A,157.00
8 August 2018,PRODUCTO A,176.00
9 August 2018,PRODUCTO A,123.00
10 August 2018,PRODUCTO A,124.00
11 August 2018,PRODUCTO A,58.00
12 August 2018,PRODUCTO A,82.00
13 August 2018,PRODUCTO A,196.00
14 August 2018,PRODUCTO A,136.00
15 August 2018,PRODUCTO A,42.00
16 August 2018,PRODUCTO A,94.00
17 August 2018,PRODUCTO A,95.00
18 August 2018,PRODUCTO A,36.00
19 August 2018,PRODUCTO A,31.00
20 August 2018,PRODUCTO A,205.00
21 August 2018,PRODUCTO A,154.00
22 August 2018,PRODUCTO A,132.00
23 August 2018,PRODUCTO A,119.00
24 August 2018,PRODUCTO A,133.00
25 August 2018,PRODUCTO A,50.00
26 August 2018,PRODUCTO A,54.00
27 August 2018,PRODUCTO A,135.00
28 August 2018,PRODUCTO A,118.00
29 August 2018,PRODUCTO A,87.00
30 August 2018,PRODUCTO A,102.00
31 August 2018,PRODUCTO A,208.00
1 September 2018,PRODUCTO A,33.00
2 September 2018,PRODUCTO A,21.00
3 September 2018,PRODUCTO A,181.00
4 September 2018,PRODUCTO A,138.00
5 September 2018,PRODUCTO A,102.00
6 September 2018,PRODUCTO A,92.00
7 September 2018,PRODUCTO A,60.00
8 September 2018,PRODUCTO A,23.00
9 September 2018,PRODUCTO A,38.00
10 September 2018,PRODUCTO A,108.00
11 September 2018,PRODUCTO A,136.00
12 September 2018,PRODUCTO A,78.00
13 September 2018,PRODUCTO A,68.00
14 September 2018,PRODUCTO A,97.00
15 September 2018,PRODUCTO A,19.00
16 September 2018,PRODUCTO A,17.00
17 September 2018,PRODUCTO A,101.00
18 September 2018,PRODUCTO A,64.00
19 September 2018,PRODUCTO A,63.00
20 September 2018,PRODUCTO A,54.00
21 September 2018,PRODUCTO A,50.00
22 September 2018,PRODUCTO A,22.00
23 September 2018,PRODUCTO A,12.00
24 September 2018,PRODUCTO A,56.00
25 September 2018,PRODUCTO A,64.00
26 September 2018,PRODUCTO A,80.00
27 September 2018,PRODUCTO A,67.00
28 September 2018,PRODUCTO A,98.00
29 September 2018,PRODUCTO A,23.00
30 September 2018,PRODUCTO A,12.00
1 October 2018,PRODUCTO A,42.00
2 October 2018,PRODUCTO A,67.00
3 October 2018,PRODUCTO A,52.00
4 October 2018,PRODUCTO A,52.00
5 October 2018,PRODUCTO A,47.00
6 October 2018,PRODUCTO A,57.00
7 October 2018,PRODUCTO A,10.00
8 October 2018,PRODUCTO A,48.00
9 October 2018,PRODUCTO A,32.00
10 October 2018,PRODUCTO A,64.00
11 October 2018,PRODUCTO A,54.00
12 October 2018,PRODUCTO A,53.00
13 October 2018,PRODUCTO A,39.00
14 October 2018,PRODUCTO A,10.00
15 October 2018,PRODUCTO A,87.00
16 October 2018,PRODUCTO A,90.00
17 October 2018,PRODUCTO A,55.00
18 October 2018,PRODUCTO A,48.00
19 October 2018,PRODUCTO A,32.00
20 October 2018,PRODUCTO A,11.00
21 October 2018,PRODUCTO A,10.00
22 October 2018,PRODUCTO A,47.00
23 October 2018,PRODUCTO A,73.00
24 October 2018,PRODUCTO A,44.00
25 October 2018,PRODUCTO A,108.00
26 October 2018,PRODUCTO A,52.00
27 October 2018,PRODUCTO A,24.00
28 October 2018,PRODUCTO A,9.00
29 October 2018,PRODUCTO A,62.00
30 October 2018,PRODUCTO A,136.00
31 October 2018,PRODUCTO A,44.00
1 November 2018,PRODUCTO A,50.00
2 November 2018,PRODUCTO A,39.00
3 November 2018,PRODUCTO A,14.00
4 November 2018,PRODUCTO A,12.00
5 November 2018,PRODUCTO A,38.00
6 November 2018,PRODUCTO A,75.00
7 November 2018,PRODUCTO A,66.00
8 November 2018,PRODUCTO A,65.00
9 November 2018,PRODUCTO A,52.00
10 November 2018,PRODUCTO A,23.00
11 November 2018,PRODUCTO A,13.00
12 November 2018,PRODUCTO A,52.00
13 November 2018,PRODUCTO A,64.00
14 November 2018,PRODUCTO A,45.00
15 November 2018,PRODUCTO A,41.00
16 November 2018,PRODUCTO A,37.00
17 November 2018,PRODUCTO A,20.00
18 November 2018,PRODUCTO A,19.00
19 November 2018,PRODUCTO A,82.00
20 November 2018,PRODUCTO A,45.00
21 November 2018,PRODUCTO A,46.00
22 November 2018,PRODUCTO A,83.00
23 November 2018,PRODUCTO A,124.00
24 November 2018,PRODUCTO A,23.00
25 November 2018,PRODUCTO A,3.00
26 November 2018,PRODUCTO A,35.00
27 November 2018,PRODUCTO A,35.00
28 November 2018,PRODUCTO A,21.00
29 November 2018,PRODUCTO A,76.00
30 November 2018,PRODUCTO A,70.00
1 December 2018,PRODUCTO A,24.00
2 December 2018,PRODUCTO A,11.00
3 December 2018,PRODUCTO A,64.00
4 December 2018,PRODUCTO A,66.00
5 December 2018,PRODUCTO A,92.00
6 December 2018,PRODUCTO A,59.00
7 December 2018,PRODUCTO A,41.00
8 December 2018,PRODUCTO A,9.00
9 December 2018,PRODUCTO A,8.00
10 December 2018,PRODUCTO A,39.00
11 December 2018,PRODUCTO A,54.00
12 December 2018,PRODUCTO A,56.00
13 December 2018,PRODUCTO A,37.00
14 December 2018,PRODUCTO A,35.00
15 December 2018,PRODUCTO A,29.00
16 December 2018,PRODUCTO A,8.00
17 December 2018,PRODUCTO A,20.00
18 December 2018,PRODUCTO A,62.00
19 December 2018,PRODUCTO A,53.00
20 December 2018,PRODUCTO A,79.00
21 December 2018,PRODUCTO A,39.00
22 December 2018,PRODUCTO A,12.00
23 December 2018,PRODUCTO A,20.00
24 December 2018,PRODUCTO A,23.00
25 December 2018,PRODUCTO A,1.00
26 December 2018,PRODUCTO A,38.00
27 December 2018,PRODUCTO A,54.00
28 December 2018,PRODUCTO A,59.00
29 December 2018,PRODUCTO A,30.00
30 December 2018,PRODUCTO A,6.00
31 December 2018,PRODUCTO A,10.00
1 January 2019,PRODUCTO A,2.00
2 January 2019,PRODUCTO A,15.00
3 January 2019,PRODUCTO A,22.00
4 January 2019,PRODUCTO A,34.00
5 January 2019,PRODUCTO A,10.00
6 January 2019,PRODUCTO A,4.00
7 January 2019,PRODUCTO A,46.00
8 January 2019,PRODUCTO A,28.00
9 January 2019,PRODUCTO A,27.00
10 January 2019,PRODUCTO A,31.00
11 January 2019,PRODUCTO A,46.00
12 January 2019,PRODUCTO A,9.00
13 January 2019,PRODUCTO A,4.00
14 January 2019,PRODUCTO A,22.00
15 January 2019,PRODUCTO A,47.00
16 January 2019,PRODUCTO A,17.00
17 January 2019,PRODUCTO A,34.00
18 January 2019,PRODUCTO A,29.00
19 January 2019,PRODUCTO A,24.00
20 January 2019,PRODUCTO A,17.00
21 January 2019,PRODUCTO A,34.00
22 January 2019,PRODUCTO A,56.00
23 January 2019,PRODUCTO A,48.00
24 January 2019,PRODUCTO A,39.00
25 January 2019,PRODUCTO A,21.00
26 January 2019,PRODUCTO A,18.00
27 January 2019,PRODUCTO A,
28 January 2019,PRODUCTO A,33.00
29 January 2019,PRODUCTO A,32.00
30 January 2019,PRODUCTO A,41.00
31 January 2019,PRODUCTO A,66.00
1 February 2019,PRODUCTO A,26.00
2 February 2019,PRODUCTO A,14.00
3 February 2019,PRODUCTO A,10.00
4 February 2019,PRODUCTO A,24.00
5 February 2019,PRODUCTO A,29.00
6 February 2019,PRODUCTO A,51.00
7 February 2019,PRODUCTO A,21.00
8 February 2019,PRODUCTO A,17.00
9 February 2019,PRODUCTO A,36.00
10 February 2019,PRODUCTO A,23.00
11 February 2019,PRODUCTO A,57.00
12 February 2019,PRODUCTO A,36.00
13 February 2019,PRODUCTO A,31.00
14 February 2019,PRODUCTO A,30.00
15 February 2019,PRODUCTO A,21.00
16 February 2019,PRODUCTO A,33.00
17 February 2019,PRODUCTO A,12.00
18 February 2019,PRODUCTO A,53.00
19 February 2019,PRODUCTO A,31.00
20 February 2019,PRODUCTO A,45.00
21 February 2019,PRODUCTO A,39.00
22 February 2019,PRODUCTO A,41.00
23 February 2019,PRODUCTO A,28.00
24 February 2019,PRODUCTO A,7.00
25 February 2019,PRODUCTO A,56.00
26 February 2019,PRODUCTO A,42.00
27 February 2019,PRODUCTO A,61.00
28 February 2019,PRODUCTO A,156.00
1 March 2019,PRODUCTO A,73.00
2 March 2019,PRODUCTO A,24.00
3 March 2019,PRODUCTO A,8.00
4 March 2019,PRODUCTO A,21.00
5 March 2019,PRODUCTO A,109.00
6 March 2019,PRODUCTO A,65.00
7 March 2019,PRODUCTO A,51.00
8 March 2019,PRODUCTO A,61.00
9 March 2019,PRODUCTO A,29.00
10 March 2019,PRODUCTO A,10.00
11 March 2019,PRODUCTO A,82.00
12 March 2019,PRODUCTO A,79.00
13 March 2019,PRODUCTO A,59.00
14 March 2019,PRODUCTO A,81.00
15 March 2019,PRODUCTO A,46.00
16 March 2019,PRODUCTO A,26.00
17 March 2019,PRODUCTO A,8.00
18 March 2019,PRODUCTO A,80.00
19 March 2019,PRODUCTO A,91.00
20 March 2019,PRODUCTO A,91.00
21 March 2019,PRODUCTO A,82.00
22 March 2019,PRODUCTO A,84.00
23 March 2019,PRODUCTO A,56.00
24 March 2019,PRODUCTO A,21.00
25 March 2019,PRODUCTO A,69.00
26 March 2019,PRODUCTO A,108.00
27 March 2019,PRODUCTO A,62.00
